NC_001393.1	NZ_CP094749.1	99.654	4333	11	4	1	4331	113	4443	0.0	7915
NC_001393.1	NZ_CP094749.1	100.000	112	0	0	4328	4439	1	112	3.78e-50	207
NC_001393.1	NZ_CP040561.1	99.653	4327	11	4	115	4439	29276	33600	0.0	7904
NC_001393.1	NZ_CP040561.1	100.000	122	0	0	1	122	33601	33722	1.04e-55	226
NC_001393.1	NZ_CP007658.1	99.653	4327	11	4	115	4439	23873	19549	0.0	7904
NC_001393.1	NZ_CP007658.1	100.000	122	0	0	1	122	19548	19427	1.04e-55	226
NC_001393.1	NZ_CP117243.1	99.674	4290	10	4	1	4288	152	4439	0.0	7841
NC_001393.1	NZ_CP117243.1	100.000	151	0	0	4289	4439	1	151	7.90e-72	279
NC_001393.1	NZ_CP043390.1	99.627	4290	12	4	1	4288	152	4439	0.0	7830
NC_001393.1	NZ_CP043390.1	100.000	151	0	0	4289	4439	1	151	7.90e-72	279
NC_001393.1	NZ_CP043393.1	99.627	4290	12	4	1	4288	152	4439	0.0	7830
NC_001393.1	NZ_CP043393.1	100.000	151	0	0	4289	4439	1	151	7.90e-72	279
NC_001393.1	NZ_CP043387.1	99.627	4290	12	4	1	4288	152	4439	0.0	7830
NC_001393.1	NZ_CP043387.1	100.000	151	0	0	4289	4439	1	151	7.90e-72	279
NC_001393.1	NC_006629.2	99.648	4260	10	5	1	4257	183	4440	0.0	7779
NC_001393.1	NC_006629.2	100.000	182	0	0	4258	4439	1	182	4.62e-89	337
NC_001393.1	NZ_CP017683.1	99.620	4209	12	4	233	4439	39249	35043	0.0	7681
NC_001393.1	NZ_CP017683.1	100.000	122	0	0	1	122	35042	34921	1.04e-55	226
NC_001393.1	NZ_CP017683.1	100.000	118	0	0	115	232	118	1	1.75e-53	219
NC_001393.1	NZ_CP130527.1	99.680	4062	9	4	380	4439	6169	10228	0.0	7426
NC_001393.1	NZ_CP130527.1	99.680	4062	9	4	380	4439	27840	31899	0.0	7426
NC_001393.1	NZ_CP130527.1	99.742	388	1	0	1	388	10229	10616	0.0	712
NC_001393.1	NZ_CP130527.1	99.742	388	1	0	1	388	31900	32287	0.0	712
NC_001393.1	NZ_CP130519.1	99.680	4062	9	4	380	4439	22020	17961	0.0	7426
NC_001393.1	NZ_CP130519.1	99.742	388	1	0	1	388	17960	17573	0.0	712
NC_001393.1	NZ_CP083435.1	99.680	4062	9	4	380	4439	14941	19000	0.0	7426
NC_001393.1	NZ_CP083435.1	99.742	388	1	0	1	388	19001	19388	0.0	712
NC_001393.1	NZ_CP053184.1	99.680	4062	9	4	380	4439	5672	1613	0.0	7426
NC_001393.1	NZ_CP053184.1	99.742	388	1	0	1	388	1612	1225	0.0	712
NC_001393.1	NZ_CP045473.1	99.680	4062	9	4	380	4439	22023	17964	0.0	7426
NC_001393.1	NZ_CP045473.1	99.742	388	1	0	1	388	17963	17576	0.0	712
NC_001393.1	NZ_CP039996.1	99.680	4062	9	4	380	4439	12366	16425	0.0	7426
NC_001393.1	NZ_CP039996.1	99.742	388	1	0	1	388	16426	16813	0.0	712
NC_001393.1	NZ_CP131664.1	99.655	4062	10	4	380	4439	18595	22654	0.0	7420
NC_001393.1	NZ_CP131664.1	99.742	388	1	0	1	388	22655	23042	0.0	712
NC_001393.1	NZ_CP130521.1	99.655	4062	10	4	380	4439	24889	20830	0.0	7420
NC_001393.1	NZ_CP130521.1	99.742	388	1	0	1	388	20829	20442	0.0	712
NC_001393.1	NZ_CP010403.1	99.702	4032	8	4	410	4439	27946	23917	0.0	7376
NC_001393.1	NZ_CP010403.1	97.561	82	2	0	1	82	23916	23835	3.89e-30	141
NC_001393.1	NZ_CP120003.1	99.650	3996	10	4	446	4439	1	3994	0.0	7299
NC_001393.1	NZ_CP120003.1	99.781	457	1	0	1	457	3995	4451	0.0	839
NC_001393.1	NZ_CP092826.1	99.674	3987	9	4	455	4439	21957	17973	0.0	7287
NC_001393.1	NZ_CP092826.1	99.742	388	1	0	1	388	17972	17585	0.0	712
NC_001393.1	NZ_CP094767.1	99.595	3955	9	7	1	3951	4050	99	0.0	7208
NC_001393.1	NZ_CP094767.1	88.579	394	28	10	4050	4439	4431	4051	7.31e-127	462
NC_001393.1	NZ_CP094767.1	99.310	145	0	1	3808	3951	4740	4596	2.86e-66	261
NC_001393.1	NZ_CP094756.1	99.393	3955	18	6	1	3951	4089	137	0.0	7166
NC_001393.1	NZ_CP094756.1	88.579	394	28	10	4050	4439	4470	4090	7.31e-127	462
NC_001393.1	NZ_CP094756.1	98.947	95	0	1	3858	3951	4729	4635	1.78e-38	169
NC_001393.1	NZ_CP120016.1	99.667	3905	9	4	1	3903	3903	1	0.0	7136
NC_001393.1	NZ_CP120016.1	99.627	536	2	0	3904	4439	4439	3904	0.0	979
NC_001393.1	NZ_CP109934.1	99.597	3725	8	5	1	3720	9158	12880	0.0	6789
NC_001393.1	NZ_CP109934.1	100.000	108	0	0	4332	4439	9050	9157	6.33e-48	200
NC_001393.1	NZ_CP151149.1	99.648	3696	8	5	1	3693	15136	18829	0.0	6748
NC_001393.1	NZ_CP151149.1	100.000	108	0	0	4332	4439	15028	15135	6.33e-48	200
NC_001393.1	NZ_CP089161.1	99.648	3696	8	5	1	3693	758378	754685	0.0	6748
NC_001393.1	NZ_CP089161.1	100.000	144	0	0	4296	4439	758522	758379	6.15e-68	267
NC_001393.1	NZ_CP048645.1	99.587	3629	8	5	97	3720	7068	10694	0.0	6612
NC_001393.1	NZ_LR027874.1	99.395	3636	8	5	816	4439	67175	70808	0.0	6580
NC_001393.1	NZ_LR027874.1	99.879	824	1	0	1	824	70809	71632	0.0	1517
NC_001393.1	NZ_CP015447.2	99.395	3636	8	5	816	4439	69001	72634	0.0	6580
NC_001393.1	NZ_CP015447.2	99.879	824	1	0	1	824	72635	73458	0.0	1517
NC_001393.1	NZ_LS483309.1	99.367	3636	9	5	816	4439	78030	81663	0.0	6575
NC_001393.1	NZ_LS483309.1	99.879	824	1	0	1	824	81664	82487	0.0	1517
NC_001393.1	NZ_LT992476.1	99.367	3636	9	5	816	4439	163810	160177	0.0	6575
NC_001393.1	NZ_LT992476.1	99.878	823	1	0	2	824	160175	159353	0.0	1515
NC_001393.1	NZ_LT992475.1	99.367	3636	9	5	816	4439	2410947	2407314	0.0	6575
NC_001393.1	NZ_LT992475.1	99.878	823	1	0	2	824	2407312	2406490	0.0	1515
NC_001393.1	NZ_LT992474.1	99.367	3636	9	5	816	4439	645002	648635	0.0	6575
NC_001393.1	NZ_LT992474.1	99.878	823	1	0	2	824	648637	649459	0.0	1515
NC_001393.1	NZ_LT992473.1	99.367	3636	9	5	816	4439	1856503	1852870	0.0	6575
NC_001393.1	NZ_LT992473.1	99.878	823	1	0	2	824	1852868	1852046	0.0	1515
